market_id,market_ticker,event_ticker,series_ticker,market_question,market_subtitle,yes_subtitle,no_subtitle,market_rules,event_question,event_subtitle,series_title,series_category,series_frequency,market_status,market_result,open_time,close_time,passes_volume_filter,passes_lifetime_filter,passes_both_filters,volume_fp,lifetime_days,history_start_ts,history_end_ts,expected_daily_rows,received_daily_rows,first_observation_ts,last_observation_ts,download_status,actual_candles_exported
kalshi:EXOPLAN-21NOV30-T4.583,EXOPLAN-21NOV30-T4.583,EXOPLAN-21NOV30,KXEXOPLAN,"Will the number of confirmed **exoplanets** be greater than 4,583 by November 30, 2021?",">4,583",Above 4583,4583 or below,"If the number of confirmed exoplanets as reported by NASA is greater than 4,583 on November 30, 2021, then the market resolves to Yes.","Exoplanet totals by Nov 30, 2021?","By Nov 30, 2021",Exoplanet totals,Science and Technology,custom,finalized,no,2021-11-15T15:00:00Z,2021-11-30T15:00:00Z,1,1,1,22338.0,15.0,1636988400,1638284400,16,15,1637038800.0,1638248400.0,success,15
kalshi:FBUSTER-22FEB14,FBUSTER-22FEB14,FBUSTER,KXFBUSTER,Will the **filibuster** be weakened by February 14?,,Threshold lowered,Threshold fails to be lowered,"If the U.S. Senate changes its rules or precedent to lower the threshold for cloture for any legislative action by February 14, 2022 whose threshold for cloture at time of Issuance is three-fifths of all Senators duly chosen and sworn, then the market resolves to Yes.","Filibuster change by Feb 14, 2022?","By Feb 14, 2022",Filibuster change this year?,Politics,annual,finalized,no,2021-11-15T15:30:00Z,2022-02-15T15:00:00Z,1,1,1,38438.0,91.97916666666667,1636990200,1644937200,93,84,1637038800.0,1644901200.0,success,84
kalshi:FDACALIFF-22FEB01,FDACALIFF-22FEB01,FDACALIFF,KXFDACALIFF,"Will Robert Califf be confirmed as **FDA Commissioner** by February 1, 2022?","By Feb 1, 2022","Confirmed By Feb 1, 2022","Fails to be confirmed By Feb 1, 2022","If Congress.gov reports that Robert Califf has been confirmed as FDA Commissioner by February 01, 2022, then the market resolves to Yes.",Califf FDA head?,,Califf FDA head,Politics,one_off,finalized,no,2021-11-30T15:00:00Z,,1,1,1,20533.0,64.00207175925927,1638284400,1643814179,66,60,1638334800.0,1643778000.0,success,60
kalshi:FDACALIFF-22MAR01,FDACALIFF-22MAR01,FDACALIFF,KXFDACALIFF,Will Robert Califf be confirmed as **FDA Commissioner** by March 1?,"By Mar 1, 2022","Confirmed By Mar 1, 2022","Fails to be confirmed By Mar 1, 2022","If Congress.gov reports that Robert Califf has been confirmed as FDA Commissioner by February 01, 2022, then the market resolves to Yes.",Califf FDA head?,,Califf FDA head,Politics,one_off,finalized,yes,2022-02-03T15:00:00Z,,1,1,1,21272.0,13.0021875,1643900400,1645023789,15,13,1643950800.0,1644987600.0,success,13
kalshi:FED-22DEC-T0.25,FED-22DEC-T0.25,FED-22DEC,KXFED,Will the federal funds rate be above 0.25% following the Fed's December meeting?,>0.25%,Above 0.25%,0.25% or below,"If the upper bound of the target federal funds rate is greater than 0.25% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2021-12-27T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,19056.0,352.16319444444446,1640617200,1671044100,354,295,1640667600.0,1670734800.0,success,295
kalshi:FED-22DEC-T0.5,FED-22DEC-T0.5,FED-22DEC,KXFED,Will the federal funds rate be above 0.5% following the Fed's December meeting?,>0.5%,Above 0.50%,0.50% or below,"If the upper bound of the target federal funds rate is greater than 0.5% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2021-12-27T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,12032.0,352.16319444444446,1640617200,1671044100,354,294,1640667600.0,1670734800.0,success,294
kalshi:FED-22DEC-T0.75,FED-22DEC-T0.75,FED-22DEC,KXFED,Will the federal funds rate be above 0.75% following the Fed's December meeting?,>0.75%,Above 0.75%,0.75% or below,"If the upper bound of the target federal funds rate is greater than 0.75% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2021-12-27T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,16931.0,352.16319444444446,1640617200,1671044100,354,300,1640667600.0,1670994000.0,success,300
kalshi:FED-22DEC-T1.25,FED-22DEC-T1.25,FED-22DEC,KXFED,Will the **federal funds rate** be above 1.25% following the Fed's December meeting?,>1.25%,Above 1.25%,1.25% or below,"If the upper bound of the target federal funds rate is greater than 1.25% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-11T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,10305.0,306.16319444444446,1644591600,1671044100,308,246,1644642000.0,1670907600.0,success,246
kalshi:FED-22DEC-T1.5,FED-22DEC-T1.5,FED-22DEC,KXFED,Will the **federal funds rate** be above 1.50% following the Fed's December meeting?,>1.50%,Above 1.50%,1.50% or below,"If the upper bound of the target federal funds rate is greater than 1.50% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-11T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,13235.0,306.16319444444446,1644591600,1671044100,308,253,1644642000.0,1670907600.0,success,253
kalshi:FED-22DEC-T1.75,FED-22DEC-T1.75,FED-22DEC,KXFED,Will the **federal funds rate** be above 1.75% following the Fed's December meeting?,>1.75%,Above 1.75%,1.75% or below,"If the upper bound of the target federal funds rate is greater than 1.75% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-11T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,18746.0,306.16319444444446,1644591600,1671044100,308,251,1644642000.0,1670734800.0,success,251
kalshi:FED-22DEC-T2.0,FED-22DEC-T2.0,FED-22DEC,KXFED,Will the **federal funds rate** be above 2.00% following the Fed's December meeting?,>2.00%,Above 2.00%,2.00% or below,"If the upper bound of the target federal funds rate is greater than 2.00% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-11T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,20662.0,306.16319444444446,1644591600,1671044100,308,236,1644642000.0,1667883600.0,success,236
kalshi:FED-22DEC-T2.25,FED-22DEC-T2.25,FED-22DEC,KXFED,Will the **federal funds rate** be above 2.25% following the Fed's December meeting?,>2.25%,Above 2.25%,2.25% or below,"If the upper bound of the target federal funds rate is greater than 2.25% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-11T15:00:00Z,2022-12-14T18:55:00Z,1,1,1,27645.0,306.16319444444446,1644591600,1671044100,308,240,1644642000.0,1667883600.0,success,240
kalshi:FED-22DEC-T2.50,FED-22DEC-T2.50,FED-22DEC,KXFED,Will the federal funds rate be above 2.50% following the Fed's December meeting?,>2.50%,Above 2.50%,2.50% or below,"If the upper bound of the target federal funds rate is greater than 2.50% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-04-17T15:10:44Z,2022-12-14T18:55:17Z,1,1,1,28757.0,241.1559375,1650208244,1671044117,243,192,1650340800.0,1670994000.0,success,192
kalshi:FED-22DEC-T2.75,FED-22DEC-T2.75,FED-22DEC,KXFED,Will the federal funds rate be above 2.75% following the Fed's December meeting?,>2.75%,Above 2.75%,2.75% or below,"If the upper bound of the target federal funds rate is greater than 2.75% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-04-17T15:10:51Z,2022-12-14T18:55:01Z,1,1,1,34587.0,241.1556712962963,1650208251,1671044101,243,183,1650340800.0,1667883600.0,success,183
kalshi:FED-22DEC-T3.00,FED-22DEC-T3.00,FED-22DEC,KXFED,Will the federal funds rate be above 3.00% following the Fed's December meeting?,>3.00%,Above 3.00%,3.00% or below,"If the upper bound of the target federal funds rate is greater than 3.00% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-04-17T15:10:59Z,2022-12-14T18:55:10Z,1,1,1,50906.0,241.15568287037038,1650208259,1671044110,243,179,1650254400.0,1667883600.0,success,179
kalshi:FED-22DEC-T3.25,FED-22DEC-T3.25,FED-22DEC,KXFED,Will the federal funds rate be above 3.25% following the Fed's December meeting?,>3.25%,Above 3.25%,3.25% or below,"If the upper bound of the target federal funds rate is greater than 3.25% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-05-02T18:35:14Z,2022-12-14T18:55:27Z,1,1,1,69599.0,226.01403935185186,1651516514,1671044127,228,182,1651636800.0,1670994000.0,success,182
kalshi:FED-22DEC-T3.50,FED-22DEC-T3.50,FED-22DEC,KXFED,Will the federal funds rate be above 3.50% following the Fed's December meeting?,>3.50%,Above 3.50%,3.50% or below,"If the upper bound of the target federal funds rate is greater than 3.50% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-06-13T16:00:00Z,2022-12-14T18:55:00Z,1,1,1,90013.0,184.12152777777777,1655136000,1671044100,186,124,1655179200.0,1667883600.0,success,124
kalshi:FED-22DEC-T3.75,FED-22DEC-T3.75,FED-22DEC,KXFED,Will the federal funds rate be above 3.75% following the Fed's December meeting?,>3.75%,Above 3.75%,3.75% or below,"If the upper bound of the target federal funds rate is greater than 3.75% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-06-14T16:05:00Z,2022-12-14T18:55:00Z,1,1,1,107499.0,183.11805555555554,1655222700,1671044100,185,137,1655265600.0,1667883600.0,success,137
kalshi:FED-22DEC-T4.00,FED-22DEC-T4.00,FED-22DEC,KXFED,Will the federal funds rate be above 4.00% following the Fed's December meeting?,>4.00% :: 25+ BP hike,Above 4.00%,4.00% or below,"If the upper bound of the target federal funds rate is greater than 4.00% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-06-14T16:05:00Z,2022-12-14T18:55:00Z,1,1,1,112395.0,183.11805555555554,1655222700,1671044100,185,148,1655265600.0,1670907600.0,success,148
kalshi:FED-22DEC-T4.25,FED-22DEC-T4.25,FED-22DEC,KXFED,Will the federal funds rate be above 4.25% following the Fed's December meeting?,>4.25% :: 50+ BP hike,Above 4.25%,4.25% or below,"If the upper bound of the target federal funds rate is greater than 4.25% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-06-14T16:10:00Z,2022-12-14T18:55:00Z,1,1,1,201391.0,183.11458333333334,1655223000,1671044100,185,170,1655265600.0,1670994000.0,success,170
kalshi:FED-22DEC-T4.50,FED-22DEC-T4.50,FED-22DEC,KXFED,Will the federal funds rate be above 4.50% following the Fed's December meeting?,>4.50% :: 75+ BP hike,Above 4.50%,4.50% or below,"If the upper bound of the target federal funds rate is greater than 4.50% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,no,2022-09-19T14:00:00Z,2022-12-14T18:55:00Z,1,1,1,377423.0,86.20486111111111,1663596000,1671044100,88,86,1663646400.0,1670994000.0,success,86
kalshi:FED-22DEC-T4.75,FED-22DEC-T4.75,FED-22DEC,KXFED,Will the federal funds rate be above 4.75% following the Fed's December meeting?,>4.75% :: 100 BP+ hike,Above 4.75%,4.75% or below,"If the upper bound of the target federal funds rate is greater than 4.75% following the Federal Reserve's December 14, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Dec 2022 meeting?,In Dec 2022 meeting,Fed funds rate,Economics,custom,finalized,no,2022-09-19T14:00:00Z,2022-12-14T18:55:00Z,1,1,1,85811.0,86.20486111111111,1663596000,1671044100,88,67,1663646400.0,1670907600.0,success,67
kalshi:FED-22JAN-T0.25,FED-22JAN-T0.25,FED-22JAN,KXFED,Will the federal funds rate be above 0.25% following the Fed's January meeting?,>0.25%,Above 0.25%,0.25% or below,"If the target federal funds rate is greater than 0.25% following the Federal Reserve's January meeting, then the market resolves to Yes.",Fed funds rate in Jan 2022 meeting?,In Jan 2022 meeting,Fed funds rate,Economics,custom,finalized,no,2021-12-27T15:00:00Z,2022-01-26T18:55:00Z,1,1,1,14233.0,30.163194444444443,1640617200,1643223300,32,27,1640667600.0,1643173200.0,success,27
kalshi:FED-22JUL-T0.75,FED-22JUL-T0.75,FED-22JUL,KXFED,Will the **federal funds rate** be above 0.75% following the Fed's July meeting?,>0.75%,Above 0.75%,0.75% or below,"If the target federal funds rate is greater than 0.75% following the Federal Reserve's July 27, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Jul 2022 meeting?,In Jul 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-11T15:00:00Z,2022-07-27T17:55:00Z,1,1,1,10863.0,166.12152777777777,1644591600,1658944500,168,157,1644642000.0,1658894400.0,success,157
kalshi:FED-22JUL-T1,FED-22JUL-T1,FED-22JUL,KXFED,Will the **federal funds rate** be above 1.00% following the Fed's July meeting?,>1.00%,Above 1.00%,1.00% or below,"If the target federal funds rate is greater than 1.00% following the Federal Reserve's July 27, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Jul 2022 meeting?,In Jul 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-12T15:00:00Z,2022-07-27T17:55:00Z,1,1,1,22035.0,165.12152777777777,1644678000,1658944500,167,162,1644728400.0,1658894400.0,success,162
kalshi:FED-22JUL-T1.25,FED-22JUL-T1.25,FED-22JUL,KXFED,Will the **federal funds rate** be above 1.25% following the Fed's July meeting?,>1.25%,Above 1.25%,1.25% or below,"If the target federal funds rate is greater than 1.25% following the Federal Reserve's July 27, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Jul 2022 meeting?,In Jul 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-02-11T15:00:00Z,2022-07-27T17:55:00Z,1,1,1,27162.0,166.12152777777777,1644591600,1658944500,168,165,1644642000.0,1658894400.0,success,165
kalshi:FED-22JUL-T1.50,FED-22JUL-T1.50,FED-22JUL,KXFED,Will the federal funds rate be above 1.50% following the Fed's July meeting?,>1.50%,Above 1.50%,1.50% or below,"If the target federal funds rate is greater than 1.50% following the Federal Reserve's July 27, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Jul 2022 meeting?,In Jul 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-04-17T15:00:26Z,2022-07-27T17:55:37Z,1,1,1,10083.0,101.12165509259259,1650207626,1658944537,103,100,1650254400.0,1658894400.0,success,100
kalshi:FED-22JUL-T1.75,FED-22JUL-T1.75,FED-22JUL,KXFED,Will the federal funds rate be above 1.75% following the Fed's July meeting?,>1.75% :: 25bp hike or more,Above 1.75%,1.75% or below,"If the target federal funds rate is greater than 1.75% following the Federal Reserve's July 27, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Jul 2022 meeting?,In Jul 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-04-17T15:00:18Z,2022-07-27T17:55:48Z,1,1,1,29156.0,101.121875,1650207618,1658944548,103,100,1650254400.0,1658894400.0,success,100
kalshi:FED-22JUL-T2.00,FED-22JUL-T2.00,FED-22JUL,KXFED,Will the federal funds rate be above 2.00% following the Fed's July meeting?,>2.00% :: 50bp hike or more,Above 2.00%,2.00% or below,"If the target federal funds rate is greater than 2.00% following the Federal Reserve's July 27, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Jul 2022 meeting?,In Jul 2022 meeting,Fed funds rate,Economics,custom,finalized,yes,2022-04-17T15:00:43Z,2022-07-27T17:55:02Z,1,1,1,69729.0,101.12105324074074,1650207643,1658944502,103,101,1650254400.0,1658894400.0,success,101
kalshi:FED-22JUL-T2.75,FED-22JUL-T2.75,FED-22JUL,KXFED,Will the federal funds rate be above 2.75% following the Fed's July meeting?,>2.75% :: 125bp hike or more,Above 2.75%,2.75% or below,"If the target federal funds rate is greater than 2.75% following the Federal Reserve's July 27, 2022 meeting, then the market resolves to Yes.",Fed funds rate in Jul 2022 meeting?,In Jul 2022 meeting,Fed funds rate,Economics,custom,finalized,no,2022-06-15T15:45:00Z,2022-07-27T17:55:00Z,1,1,1,33982.0,42.09027777777778,1655307900,1658944500,44,41,1655352000.0,1658894400.0,success,41
