market_id,market_ticker,event_ticker,series_ticker,market_question,market_subtitle,yes_subtitle,no_subtitle,market_rules,event_question,event_subtitle,series_title,series_category,series_frequency,market_status,market_result,open_time,close_time,passes_volume_filter,passes_lifetime_filter,passes_both_filters,volume_fp,lifetime_days,history_start_ts,history_end_ts,expected_daily_rows,received_daily_rows,first_observation_ts,last_observation_ts,download_status,actual_candles_exported
kalshi:CPIYOY-24SEP-T2.2,CPIYOY-24SEP-T2.2,CPIYOY-24SEP,KXCPIYOY,Will the rate of CPI inflation be above 2.2% for the year ending in September 2024?,2.2,Above 2.2%,Above 2.2%,"If the Consumer Price Index (CPI) increases by more than 2.2% in the twelve months ending September 2024 (as represented by the one-decimal place value reported by the Bureau of Labor Statistics), then the market resolves to Yes.",Inflation in Sep 2024? (CPI YoY),In Sep 2024,Inflation,Economics,monthly,finalized,yes,2024-08-15T14:00:00Z,2024-10-10T12:25:00Z,1,1,1,10733.0,55.93402777777778,1723730400,1728563100,57,37,1723953600.0,1728532800.0,success,37
kalshi:CPIYOY-24SEP-T2.3,CPIYOY-24SEP-T2.3,CPIYOY-24SEP,KXCPIYOY,Will the rate of CPI inflation be above 2.3% for the year ending in September 2024?,2.3,Above 2.3%,Above 2.3%,"If the Consumer Price Index (CPI) increases by more than 2.3% in the twelve months ending September 2024 (as represented by the one-decimal place value reported by the Bureau of Labor Statistics), then the market resolves to Yes.",Inflation in Sep 2024? (CPI YoY),In Sep 2024,Inflation,Economics,monthly,finalized,yes,2024-08-15T14:00:00Z,2024-10-10T12:25:00Z,1,1,1,20333.0,55.93402777777778,1723730400,1728563100,57,34,1723780800.0,1728532800.0,success,34
kalshi:CPIYOY-24SEP-T2.4,CPIYOY-24SEP-T2.4,CPIYOY-24SEP,KXCPIYOY,Will the rate of CPI inflation be above 2.4% for the year ending in September 2024?,2.4,Above 2.4%,Above 2.4%,"If the Consumer Price Index (CPI) increases by more than 2.4% in the twelve months ending September 2024 (as represented by the one-decimal place value reported by the Bureau of Labor Statistics), then the market resolves to Yes.",Inflation in Sep 2024? (CPI YoY),In Sep 2024,Inflation,Economics,monthly,finalized,no,2024-08-15T14:00:00Z,2024-10-10T12:25:00Z,1,1,1,12649.0,55.93402777777778,1723730400,1728563100,57,24,1723780800.0,1728532800.0,success,24
kalshi:CPTPP-23JAN4,CPTPP-23JAN4,CPTPP,KXCPTPP,"Will the CPTPP Commission commence the accession process for **China to join the CPTPP** by January 4, 2023?",,Begins to join,Does not begin to join,"If the CPTPP Commission issues a statement that indicates that the accession process for the People's Republic of China to join the Comprehensive and Progressive Trans-Pacific Partnership has been formally commenced and that a formal accession working group has been or will be established, then the market resolves to Yes.",China CPTPP?,,China CPTPP,World,one_off,finalized,no,2021-10-14T14:00:00Z,2023-01-04T15:00:00Z,1,1,1,11085.0,447.0416666666667,1634220000,1672844400,449,154,1634270400.0,1672808400.0,success,154
kalshi:CREDITCDEF-24-Q2-3.16,CREDITCDEF-24-Q2-3.16,CREDITCDEF-24-Q2,KXCREDITCDEF,Will credit card defaults be more than 3.16% in quarter 2 2024?,3.16%,Above 3.16%,Maintain 3.16% or fall,"If the delinquency rates for credit cards in quarter 2 2024 is greater than 3.16% , then the market resolves to Yes.",Credit card defaults up in Q2 2024?,In Q2 2024,Credit card defaults up,Economics,custom,finalized,yes,2024-05-23T15:00:00Z,,1,1,1,13744.0,88.95850694444445,1716476400,1724162415,90,56,1716523200.0,1724126400.0,success,56
kalshi:CREDITRATING-23DEC31,CREDITRATING-23DEC31,CREDITRATING-23DEC31,KXCREDITRATING,"Will the U.S. credit rating be downgraded by December 31, 2023?",U.S. is downgraded or defaults,Rating reduced,Rating maintained or raised,"If U.S. credit is downgraded by any of the three major credit ratings agencies by December 31, 2023, then the market resolves to Yes.","US credit rating downgrade, 2023?",2023,US credit rating downgrade,Economics,custom,finalized,yes,2023-05-11T16:30:00Z,,1,1,1,35903.0,82.89918981481482,1683822600,1690985090,84,58,1683864000.0,1690948800.0,success,58
kalshi:CTC-24NOV04,CTC-24NOV04,CTC,KXCTC,Will the Child Tax Credit be expanded?,Before election day,Expanded,Not expanded,"If a bill expanding the Child Tax Credit becomes law by Nov 4, 2024, then the market resolves to Yes.",Child Tax Credit expanded before election day?,Before election day,Child Tax Credit expanded,Politics,custom,finalized,no,2024-01-23T15:00:00Z,2024-11-05T04:59:00Z,1,1,1,23582.0,286.5826388888889,1706022000,1730782740,288,133,1706072400.0,1730692800.0,success,133
kalshi:CTCS-21OCT30,CTCS-21OCT30,CTCS-21OCT30,KXCTCS,"Will the Senate pass a bill expanding the Child Tax Credit before October 30, 2021?",,Becomes law,Fails to become law,"If the US Senate passes a bill after Issuance and before October 30, 2021 that increases the maximum tax credit available under the Child Tax Credit to strictly greater than $2,000 through at least 2023, then the market resolves to Yes.","Child tax credit expanded before Oct 30, 2021?","Before Oct 30, 2021",Child tax credit expanded,World,custom,finalized,no,2021-09-08T19:15:00Z,2021-10-30T14:00:00Z,1,1,1,14752.0,51.78125,1631128500,1635602400,53,52,1631160000.0,1635566400.0,success,52
kalshi:DAYLIGHT-23JAN03,DAYLIGHT-23JAN03,DAYLIGHT-23JA,KXDAYLIGHT,"Will **daylight savings time** be made permanent by January 03, 2023?",,Becomes law,Fails to become law,"If a bill becomes law between March 24, 2022 and January 03, 2023 that makes Daylight Saving Time permanent, then the market resolves to Yes.",Permanent Daylight Saving Time bill?,,Permanent Daylight Saving Time bill,Politics,one_off,finalized,no,2022-03-24T14:00:00Z,2023-01-04T04:59:00Z,1,1,1,60291.0,285.62430555555557,1648130400,1672808340,287,209,1648180800.0,1671512400.0,success,209
kalshi:DCEIL-21DEC10,DCEIL-21DEC10,DCEIL-21DEC,KXDCEIL,"Will the **debt ceiling** be raised or suspended before December 10, 2021?","Before December 10, 2021","Before Dec 10, 2021","Fails Before Dec 10, 2021","If Congress.gov contains documentation of a bill that “Became Law” after November 25, 2021 and before December 10, 2021 and that raises or suspends the current federal debt ceiling, then the market resolves to Yes.",Debt ceiling hike in 2021?,In 2021,Debt ceiling hike,Politics,custom,finalized,no,2021-11-25T15:00:00Z,2021-12-17T15:00:00Z,1,1,1,15029.0,22.0,1637852400,1639753200,23,20,1637902800.0,1639717200.0,success,20
kalshi:DCEIL-21DEC15,DCEIL-21DEC15,DCEIL-21DEC,KXDCEIL,"Will the **debt ceiling** be raised or suspended before December 15, 2021?","Before December 15, 2021","Before Dec 15, 2021","Fails Before Dec 15, 2021","If Congress.gov contains documentation of a bill that “Became Law” after November 25, 2021 and before December 15, 2021 and that raises or suspends the current federal debt ceiling, then the market resolves to Yes.",Debt ceiling hike in 2021?,In 2021,Debt ceiling hike,Politics,custom,finalized,no,2021-11-25T15:00:00Z,2021-12-22T15:00:00Z,1,1,1,125213.0,27.0,1637852400,1640185200,28,25,1637902800.0,1640149200.0,success,25
kalshi:DCEIL-21OCT01,DCEIL-21OCT01,DCEIL-21OCT,KXDCEIL,"Will the debt ceiling be raised or suspended before October 1, 2021?","Before Oct 1, 2021","Before Oct 1, 2021","Fails Before Oct 1, 2021","If Congress.gov contains documentation of a bill that “Became Law” after August 12, 2021 and before October 1, 2021 and that raises or suspends the current federal debt ceiling, then the market resolves to Yes.","Debt ceiling hike, October deadline?",October deadline,Debt ceiling hike,Politics,custom,finalized,no,2021-08-12T22:30:00Z,2021-10-01T02:00:00Z,1,1,1,26633.0,49.145833333333336,1628807400,1633053600,51,49,1628827200.0,1632974400.0,success,49
kalshi:DCEIL-21OCT14,DCEIL-21OCT14,DCEIL-21OCT,KXDCEIL,"Will the debt ceiling be raised or suspended before October 14, 2021?","Before Oct 14, 2021","Before Oct 14, 2021","Fails Before Oct 14, 2021","If Congress.gov contains documentation of a bill that “Became Law” after September 22, 2021 and before October 14, 2021 and that raises or suspends the current federal debt ceiling, then the market resolves to Yes.","Debt ceiling hike, October deadline?",October deadline,Debt ceiling hike,Politics,custom,finalized,no,2021-09-22T16:00:00Z,2021-10-14T02:00:00Z,1,1,1,84960.0,21.416666666666668,1632326400,1634176800,23,21,1632369600.0,1634097600.0,success,21
kalshi:DCEIL-21OCT19,DCEIL-21OCT19,DCEIL-21OCT,KXDCEIL,"Will the debt ceiling be raised or suspended before October 19, 2021?","Before Oct 19, 2021","Before Oct 19, 2021","Fails Before Oct 19, 2021","If Congress.gov contains documentation of a bill that “Became Law” after September 28, 2021 and before October 19, 2021 and that raises or suspends the current federal debt ceiling, then the market resolves to Yes.","Debt ceiling hike, October deadline?",October deadline,Debt ceiling hike,Politics,custom,finalized,yes,2021-09-28T19:15:00Z,2021-10-19T02:00:00Z,1,1,1,31133.0,20.28125,1632856500,1634608800,22,20,1632888000.0,1634529600.0,success,20
kalshi:DCEIL-22JAN21,DCEIL-22JAN21,DCEIL-21DEC,KXDCEIL,"Will the **debt ceiling** be raised or suspended before January 21, 2022?","Before January 21, 2022","Before Jan 21, 2022","Fails Before Jan 21, 2022","If Congress.gov contains documentation of a bill that “Became Law” after November 25, 2021 and before January 21, 2022 and that raises or suspends the current federal debt ceiling, then the market resolves to Yes.",Debt ceiling hike in 2021?,In 2021,Debt ceiling hike,Politics,custom,finalized,yes,2021-11-25T15:00:00Z,,1,1,1,17030.0,22.005960648148147,1637852400,1639753715,24,16,1637902800.0,1639717200.0,success,16
kalshi:DCEIL-23AUG1,DCEIL-23AUG1,DCEIL-23DEC31,KXDCEIL,"Will the debt ceiling be raised or suspended by August 1, 2023?",By Aug 1,By Aug 1,Fails By Aug 1,"If the federal debt ceiling has been raised between contract issuance and August 1, 2023 then the market resolves to Yes.",Debt ceiling hike in 2023?,In 2023,Debt ceiling hike,Politics,custom,finalized,yes,2023-02-17T15:00:00Z,,1,1,1,118066.0,108.0786574074074,1676646000,1685983996,110,89,1676696400.0,1685678400.0,success,89
kalshi:DCEIL-23DEC31,DCEIL-23DEC31,DCEIL-23DEC31,KXDCEIL,"Will the **debt ceiling** be raised or suspended by December 31, 2023?",By Dec 31,By Dec 31,Fails By Dec 31,"If the federal debt ceiling has been raised between contract issuance and December 31, 2023 then the market resolves to Yes.",Debt ceiling hike in 2023?,In 2023,Debt ceiling hike,Politics,custom,finalized,yes,2022-09-27T14:00:00Z,,1,1,1,150543.0,251.12042824074075,1664287200,1685984005,253,177,1664337600.0,1685851200.0,success,177
kalshi:DCEIL-23JUL1,DCEIL-23JUL1,DCEIL-23DEC31,KXDCEIL,"Will the **debt ceiling** be raised or suspended by June 9, 2023?",By Jul 1,by Jul 1,Fails by Jul 1,"If the federal debt ceiling has been raised between contract issuance and July 1, 2023 then the market resolves to Yes.",Debt ceiling hike in 2023?,In 2023,Debt ceiling hike,Politics,custom,finalized,yes,2023-02-17T15:00:00Z,,1,1,1,168410.0,108.07856481481481,1676646000,1685983988,110,90,1676696400.0,1685851200.0,success,90
kalshi:DCEIL-23JUN05,DCEIL-23JUN05,DCEIL-23DEC31,KXDCEIL,"Will the debt ceiling be raised or suspended by June 5, 2023?",,By Jun 5,Fails By Jun 5,"If the federal debt ceiling has been raised between contract issuance and Dec 31, 2023 then the market resolves to Yes.",Debt ceiling hike in 2023?,In 2023,Debt ceiling hike,Politics,custom,finalized,yes,2023-05-30T15:30:00Z,,1,1,1,68901.0,6.057384259259259,1685460600,1685983958,8,5,1685505600.0,1685851200.0,success,5
kalshi:DCEIL-23JUN1,DCEIL-23JUN1,DCEIL-23DEC31,KXDCEIL,"Will the debt ceiling be raised or suspended by June 1, 2023?",By Jun 1,by Jun 1,Fails by Jun 1,"If the federal debt ceiling has been raised between contract issuance and June 1, 2023 then the market resolves to Yes.",Debt ceiling hike in 2023?,In 2023,Debt ceiling hike,Politics,custom,finalized,no,2023-05-08T16:45:00Z,2023-06-02T03:59:00Z,1,1,1,392259.0,24.468055555555555,1683564300,1685678340,26,24,1683604800.0,1685592000.0,success,24
kalshi:DCEIL-23JUN9,DCEIL-23JUN9,DCEIL-23DEC31,KXDCEIL,"Will the **debt ceiling** be raised or suspended by June 9, 2023?",By Jun 9,by Jun 9,Fails by Jun 9,"If the federal debt ceiling has been raised between contract issuance and June 9, 2023 then the market resolves to Yes.",Debt ceiling hike in 2023?,In 2023,Debt ceiling hike,Politics,custom,finalized,yes,2023-01-13T19:30:00Z,,1,1,1,281212.0,142.8908449074074,1673638200,1685983969,144,127,1673672400.0,1685851200.0,success,127
kalshi:DCEIL-23JUNE2,DCEIL-23JUNE2,DCEIL-23DEC31,KXDCEIL,"Will the debt ceiling be raised or suspended by June 2, 2023?",By Jun 2,By Jun 2,Fails By Jun 2,"If the federal debt ceiling has been raised between contract issuance and June 2, 2023 then the market resolves to Yes.",Debt ceiling hike in 2023?,In 2023,Debt ceiling hike,Politics,custom,finalized,no,2023-05-26T14:00:00Z,2023-06-03T03:59:00Z,1,1,1,274627.0,7.582638888888889,1685109600,1685764740,9,7,1685160000.0,1685678400.0,success,7
kalshi:DEBATES24-0,DEBATES24-0,DEBATES24,KXDEBATES24,How many presidential debates in 2024?,0:: There have been two debates,0,0,"If there are exactly 0 debates between the presidential nominees for the Democratic and Republican Parties, the market resolves to Yes.",How many presidential debates in 2024?,In 2024,How many presidential debates in 2024?,Politics,custom,finalized,no,2024-04-23T12:00:00Z,2024-11-05T15:00:00Z,1,1,1,278247.0,196.125,1713873600,1730818800,198,143,1713931200.0,1730606400.0,success,143
kalshi:DEBATES24-1,DEBATES24-1,DEBATES24,KXDEBATES24,Number of Trump-Biden debates?,1:: There have been two debates,1,1,"If there are exactly 1 debates between the presidential nominees for the Democratic and Republican Parties, the market resolves to Yes.",How many presidential debates in 2024?,In 2024,How many presidential debates in 2024?,Politics,custom,finalized,no,2024-04-23T12:00:00Z,2024-11-05T15:00:00Z,1,1,1,881762.0,196.125,1713873600,1730818800,198,168,1713931200.0,1730692800.0,success,168
kalshi:DEBATES24-2,DEBATES24-2,DEBATES24,KXDEBATES24,Number of Trump-Biden debates?,2:: No more debates,2,2,"If there are exactly 2 debates between the presidential nominees for the Democratic and Republican Parties, the market resolves to Yes.",How many presidential debates in 2024?,In 2024,How many presidential debates in 2024?,Politics,custom,finalized,yes,2024-04-23T12:00:00Z,2024-11-05T15:00:00Z,1,1,1,649145.0,196.125,1713873600,1730818800,198,189,1713931200.0,1730782800.0,success,189
kalshi:DEBATES24-3,DEBATES24-3,DEBATES24,KXDEBATES24,Number of Trump-Biden debates?,3:: Exactly one more debate,3,3,"If there are exactly 3 debates between the presidential nominees for the Democratic and Republican Parties, the market resolves to Yes.",How many presidential debates in 2024?,In 2024,How many presidential debates in 2024?,Politics,custom,finalized,no,2024-04-23T12:00:00Z,2024-11-05T15:00:00Z,1,1,1,543271.0,196.125,1713873600,1730818800,198,180,1713931200.0,1730782800.0,success,180
kalshi:DEFAULT-23DEC31,DEFAULT-23DEC31,DEFAULT-23DEC31,KXDEFAULT,"Will the U.S. default on its debt by Dec 31, 2023?",,Defaults,Doesn't default,"If the US Department of the Treasury announces that the US has failed to make a timely payment on its debt obligations, then the market resolves to Yes.",US defaults before 2024?,Before 2024,US defaults,Economics,one_off,finalized,no,2023-01-28T15:00:00Z,2024-01-01T04:59:00Z,1,1,1,643770.0,337.5826388888889,1674918000,1704085140,339,236,1674968400.0,1703221200.0,success,236
kalshi:DHSLEAVE-24NOV05,DHSLEAVE-24NOV05,DHSLEAVE,KXDHSLEAVE,Mayorkas out before election day?,,Leaves,Stays,"If Alejandro Mayorkas is no longer Secretary of Homeland Security before election day, then the market resolves to Yes.",Mayorkas out before election day?,Before election day,Mayorkas out before election day,Politics,custom,finalized,no,2024-01-31T13:00:00Z,2024-11-05T04:59:00Z,1,1,1,65540.0,278.6659722222222,1706706000,1730782740,280,190,1706763600.0,1730692800.0,success,190
kalshi:DINENYC-22JAN01,DINENYC-22JAN01,DINENYC,KXDINENYC,Will New York City **close indoor dining**?,"By Jan 1, 2022","Imposed By Jan 1, 2022","Not imposed By Jan 1, 2022","If the New York State Governor’s Office issues an unretracted press release indicating that all indoor dining is shut down in New York City, then the market resolves to Yes.",NYC indoor dining ban?,,NYC indoor dining ban,World,custom,finalized,no,2021-07-08T14:00:00Z,2022-01-01T00:00:00Z,1,1,1,63939.0,176.41666666666666,1625752800,1640995200,178,167,1625803200.0,1640926800.0,success,167
kalshi:DINENYCS-21JAN14,DINENYCS-21JAN14,DINENYCS,KXDINENYCS,Will New York City suspend **indoor dining** by January 14?,"By Jan 14, 2021","Imposed By Jan 14, 2021","Not imposed By Jan 14, 2021","If the Office of the Mayor of New York City or the New York State Governor's Office issue a press release announcing the suspension of indoor dining by January 14, 2022 that is implemented prior to Expiration, then the market resolves to Yes.",NYC indoor dining ban?,,NYC indoor dining ban,World,one_off,finalized,no,2021-12-23T15:00:00Z,2022-01-15T04:59:00Z,1,1,1,15427.0,22.582638888888887,1640271600,1642222740,24,21,1640322000.0,1642136400.0,success,21
kalshi:DONDA-21AUG15-T0,DONDA-21AUG15-T0,DONDA-21AUG15,KXDONDA,Will Kanye drop Donda before 8/16?,>0,Above 0,0 or below,"If the number of Album Units earned by Kanye West’s “Donda” album up to and including August 15, 2021 is strictly greater than zero, then the market resolves to Yes.","Donda sales from Aug 9-15, 2021?","From Aug 9-15, 2021",Donda sales,Entertainment,custom,finalized,no,2021-08-09T16:00:00Z,2021-08-16T02:00:00Z,1,1,1,12819.0,6.416666666666667,1628524800,1629079200,8,6,1628568000.0,1629000000.0,success,6
kalshi:DONDA-21SEP02-T300,DONDA-21SEP02-T300,DONDA-21SEP02,KXDONDA,Will Donda sell more than 300 thousand album units before September 3rd?,>300K,"Above 300,000","300,000 or below","If the consumption of Kanye West’s  ""Donda"" reported to the Exchange is greater than 300,000 for the statistical period of the week ending September 2, 2021, then the market resolves to Yes.","Donda sales from Aug 27-Sep 2, 2021?","From Aug 27-Sep 2, 2021",Donda sales,Entertainment,custom,finalized,yes,2021-08-29T20:30:00Z,2021-09-06T21:00:00Z,1,1,1,14195.0,8.020833333333334,1630269000,1630962000,10,8,1630296000.0,1630900800.0,success,8
kalshi:DONDA-21SEP03-T0,DONDA-21SEP03-T0,DONDA-21SEP03,KXDONDA,Will Kanye West drop Donda by September 3rd?,>0,Above 0,0 or below,"If the number of Album Units earned by Kanye West’s “Donda” album up to and including September 3, 2021 is strictly greater than zero, then the market resolves to Yes.","Donda sales from Aug 28-Sep 3, 2021?","From Aug 28-Sep 3, 2021",Donda sales,Entertainment,custom,finalized,yes,2021-08-27T19:15:00Z,2021-09-04T02:00:00Z,1,1,1,19296.0,7.28125,1630091700,1630720800,9,7,1630123200.0,1630641600.0,success,7
kalshi:DONDA2-22FEB22-T0,DONDA2-22FEB22-T0,DONDA2-22FEB22,KXDONDA2,"Will **Kanye West** release Donda 2 by February 22, 2022?",,Released,Remains unreleased,"If Kanye West releases a new album by February 22, 2022, then the market resolves to Yes.","Donda 2 release by Feb 22, 2022?","By Feb 22, 2022",Donda 2 release,Entertainment,custom,finalized,no,2022-02-16T15:00:00Z,2022-02-23T04:59:00Z,1,1,1,12169.0,6.582638888888889,1645023600,1645592340,8,6,1645074000.0,1645506000.0,success,6
kalshi:DRIVERS-21,DRIVERS-21,DRIVERS-21,KXDRIVERS,"Will **Olivia Rodrigo's ""Driver's License""** be the most streamed song of 2021?",,Is the most listened song,Is not the most listened song,"If Olivia Rodrigo's ""Driver's License"" is the top ranked Song by Streams for the year-to-date at the Expiration Date, then the market resolves to Yes.",Drivers License #1 most-listened song in 2021?,In 2021,Drivers License #1 most-listened song,Entertainment,custom,finalized,no,2021-10-04T14:00:00Z,2021-12-27T21:00:00Z,1,1,1,11656.0,84.29166666666667,1633356000,1640638800,86,74,1633406400.0,1640581200.0,success,74
kalshi:EARTHQUAKE-24DEC31-7.0,EARTHQUAKE-24DEC31-7.0,EARTHQUAKE-24DEC31,KXEARTHQUAKE,7.0 earthquake in 2024?,Another 7.0 or higher,Another 7.0 or higher,Not Another 7.0 or higher,"If a 7.0 or greater earthquake occurs by Dec 31, 2024, then the market resolves to Yes.",Major earthquake in 2024?,In 2024,earthquake,Climate and Weather,custom,finalized,yes,2024-04-05T12:00:00Z,,1,1,1,10160.0,85.43018518518518,1712318400,1719699568,87,36,1712376000.0,1719633600.0,success,36
kalshi:ECB-24DEC12-T2.99,ECB-24DEC12-T2.99,ECB-24DEC12,KXECB,"Will the European Central Bank set rates above 2.99% at their meeting on Dec 12, 2024?",2.99,Above 2.99%,Above 2.99%,"If the European Central Bank's Governing Council announces a main refinancing operation rate above 2.99% at their December 12, 2024 meeting, then the market resolves to Yes.",European Central Bank interest rate in December?,December meeting,European Central Bank main refinancing rate,Economics,custom,finalized,yes,2024-12-02T21:30:12Z,2024-12-12T13:14:00Z,1,1,1,12002.0,9.655416666666667,1733175012,1734009240,11,9,1733202000.0,1733979600.0,success,9
kalshi:ECONPATH-22DEC-T4T7,ECONPATH-22DEC-T4T7,ECONPATH-22DEC,KXECONPATH,What will the economy look like in December?,Soft Landing :: <4% unemployment & <7% inflation,<4% unemployment & <7% inflation,No <4% unemployment & <7% inflation,"If the BLS reports that unemployment is below 4% and inflation (measured as percent change from year ago from the Federal Reserve Bank of St. Louis's FRED series) is below 7% in December 2022, then the market resolves to Yes.",State of the economy in Dec 2022?,In Dec 2022,State of the economy,Economics,annual,finalized,yes,2022-08-02T14:00:00Z,2023-01-11T13:25:00Z,1,1,1,57043.0,161.97569444444446,1659448800,1673443500,163,145,1659499200.0,1673413200.0,success,145
kalshi:ECONPATH-22DEC-T4T8,ECONPATH-22DEC-T4T8,ECONPATH-22DEC,KXECONPATH,What will the economy look like in December?,"High inflation, low unemployment :: <4% unemployment & ≥8% inflation",<4% unemployment & ≥8% inflation,No <4% unemployment & ≥8% inflation,"If the BLS reports that unemployment is below 4% and inflation (measured as percent change from year ago from the Federal Reserve Bank of St. Louis's FRED series) is greater than or equal to 8% in December 2022, then the market resolves to Yes.",State of the economy in Dec 2022?,In Dec 2022,State of the economy,Economics,annual,finalized,no,2022-08-02T14:00:00Z,2023-01-11T13:25:00Z,1,1,1,23675.0,161.97569444444446,1659448800,1673443500,163,124,1659499200.0,1673067600.0,success,124
kalshi:ECONPATH-22DEC-T5T8,ECONPATH-22DEC-T5T8,ECONPATH-22DEC,KXECONPATH,What will the economy look like in December?,Stagflation :: ≥5% unemployment & ≥8% inflation,≥5% unemployment & ≥8% inflation,No ≥5% unemployment & ≥8% inflation,"If the BLS reports that unemployment is greater than or equal to 5% and inflation (measured as percent change from year ago from the Federal Reserve Bank of St. Louis's FRED series) is greater than or equal to 8% in December 2022, then the market resolves to Yes.",State of the economy in Dec 2022?,In Dec 2022,State of the economy,Economics,annual,finalized,no,2022-08-02T14:00:00Z,2023-01-11T13:25:00Z,1,1,1,15849.0,161.97569444444446,1659448800,1673443500,163,99,1659499200.0,1672722000.0,success,99
kalshi:ECONPATH-23DEC-T<5T<4,ECONPATH-23DEC-T<5T<4,ECONPATH-23DEC,KXECONPATH,What will the economy look like in December,"Unemployment below 5%, inflation below 4%","Unemployment below 5%, inflation below 4%","No Unemployment below 5%, inflation below 4%","If the BLS reports that unemployment is Less than 5% and inflation (measured as percent change from year ago) is Less than 4% in December 2023, then the market resolves to Yes.",State of the economy in Dec 2023?,In Dec 2023,State of the economy,Economics,annual,finalized,yes,2023-07-06T14:00:00Z,,1,1,1,11874.0,190.11122685185185,1688652000,1705077610,192,76,1688702400.0,1704949200.0,success,76
kalshi:ECONPATH-23DEC-T>5T<4,ECONPATH-23DEC-T>5T<4,ECONPATH-23DEC,KXECONPATH,What will the economy look like in December,"Unemployment 5% or above, inflation below 4%","Unemployment 5% or above, inflation below 4%","No Unemployment 5% or above, inflation below 4%","If the BLS reports that unemployment is Greater than or equal to 5% and inflation (measured as percent change from year ago) is Less than 4% in December 2023, then the market resolves to Yes.",State of the economy in Dec 2023?,In Dec 2023,State of the economy,Economics,annual,finalized,no,2023-07-06T14:00:00Z,,1,1,1,17617.0,190.29429398148147,1688652000,1705093427,192,56,1688702400.0,1705035600.0,success,56
kalshi:EMMYCSERIES-23-AE,EMMYCSERIES-23-AE,EMMYCSERIES-23,KXEMMYCSERIES,Will Abbott Elementary win Outstanding Comedy Series at the Emmys?,Abbott Elementary,Abbott Elementary,Abbott Elementary loses,"If Abbott Elementary has won Outstanding Comedy Series at the 75th Emmys, then the market resolves to Yes.",75th Emmys Award for Comedy Series?,75th Emmys,Emmys Award for Comedy Series,Entertainment,annual,finalized,no,2023-07-14T21:00:00Z,,1,1,1,10463.0,185.7527199074074,1689368400,1705417435,187,55,1689393600.0,1705381200.0,success,55
kalshi:EMMYCSERIES-23-JD,EMMYCSERIES-23-JD,EMMYCSERIES-23,KXEMMYCSERIES,Will Jury Duty win Outstanding Comedy Series at the Emmys?,Jury Duty,Jury Duty,Jury Duty loses,"If Jury Duty has won Outstanding Comedy Series at the 75th Emmys, then the market resolves to Yes.",75th Emmys Award for Comedy Series?,75th Emmys,Emmys Award for Comedy Series,Entertainment,annual,finalized,no,2023-07-14T21:00:00Z,,1,1,1,13755.0,185.75284722222221,1689368400,1705417446,187,54,1689393600.0,1705381200.0,success,54
kalshi:EMMYCSERIES-23-TL,EMMYCSERIES-23-TL,EMMYCSERIES-23,KXEMMYCSERIES,Will Ted Lasso win Outstanding Comedy Series at the Emmys?,Ted Lasso,Ted Lasso,Ted Lasso loses,"If Ted Lasso has won Outstanding Comedy Series at the 75th Emmys, then the market resolves to Yes.",75th Emmys Award for Comedy Series?,75th Emmys,Emmys Award for Comedy Series,Entertainment,annual,finalized,no,2023-07-14T21:00:00Z,,1,1,1,12862.0,185.75292824074074,1689368400,1705417453,187,83,1689393600.0,1705381200.0,success,83
kalshi:EMMYDSERIES-23-S,EMMYDSERIES-23-S,EMMYDSERIES-23,KXEMMYDSERIES,Will Succession win Outstanding Drama Series at the Emmys?,Succession,Succession,Succession loses,"If Succession has won Outstanding Drama Series at the 75th Emmys, then the market resolves to Yes.",75th Emmys Award for Drama Series?,75th Emmys,Emmys Award for Drama Series,Entertainment,annual,finalized,yes,2023-07-14T21:00:00Z,,1,1,1,12463.0,185.7573148148148,1689368400,1705417832,187,71,1689393600.0,1705381200.0,success,71
kalshi:EPOP-22-80.4,EPOP-22-80.4,EPOP-22,KXEPOP,Will the prime-age **employment-to-population ratio** reach pre-pandemic levels this year?,Pre-pandemic level,Above 80.4%,80.4% or below,"If the United States' prime-age employment to population ratio is greater than 80.4% in any month in 2022 according to the BLS, then the market resolves to Yes.",Employment-population ratio in 2022?,In 2022,Employment-population ratio,Economics,annual,finalized,no,2022-02-28T15:00:00Z,2023-01-06T13:25:00Z,1,1,1,17912.0,311.93402777777777,1646060400,1673011500,313,242,1646110800.0,1672981200.0,success,242
kalshi:EURUSDMAX-23DEC29-T1.15,EURUSDMAX-23DEC29-T1.15,EURUSDMAX-23DEC29,KXEURUSDMAX,"Will the maximum EUR/USD exchange rate reach 1.15 by Dec 29, 2023?",>1.15,Above 1.15,1.15 or below,"If ICE reports that the maximum EUR/USD exchange rate (as defined exclusively by the set of EUR/USD open prices at 10 AM ET) is above 1.15 between Issuance and Dec 29, 2023, then the market resolves to Yes.",EUR/USD yearly high in 2023?,In 2023,EUR/USD yearly high,Financials,annual,finalized,no,2023-01-20T15:00:00Z,2023-12-29T16:00:00Z,1,1,1,23066.0,343.0416666666667,1674226800,1703865600,345,283,1674536400.0,1703653200.0,success,283
